full_text,clean,token,stop,stemmed,normal,teks
@mazzini_gsp Emang tujuannya itu kok. Mereka pengen ikutan ky amazon.,mazzini_gsp emang tujuannya itu kok mereka pengen ikutan ky amazon,"['mazzini_gsp', 'emang', 'tujuannya', 'itu', 'kok', 'mereka', 'pengen', 'ikutan', 'ky', 'amazon']","['mazzini_gsp', 'emang', 'tujuannya', 'kok', 'pengen', 'ikutan', 'ky', 'amazon']","['mazzini gsp', 'emang', 'tuju', 'kok', 'ken', 'ikut', 'ky', 'amazon']",mazzini_gsp emang tujuannya itu kok mereka ingin ikutan ky amazon,mazzini gsp emang tuju kok ken ikut ky amazon
@mazzini_gsp persis kayak yg dilakuin amazon,mazzini_gsp persis kayak yg dilakuin amazon,"['mazzini_gsp', 'persis', 'kayak', 'yg', 'dilakuin', 'amazon']","['mazzini_gsp', 'persis', 'kayak', 'yg', 'dilakuin', 'amazon']","['mazzini gsp', 'persis', 'kayak', 'yg', 'dilakuin', 'amazon']",mazzini_gsp persis kayak yg dilakuin amazon,mazzini gsp persis kayak yg dilakuin amazon
@mazzini_gsp Spt kasus nya amazon ?,mazzini_gsp spt kasus nya amazon,"['mazzini_gsp', 'spt', 'kasus', 'nya', 'amazon']","['mazzini_gsp', 'spt', 'kasus', 'nya', 'amazon']","['mazzini gsp', 'spt', 'kasus', 'nya', 'amazon']",mazzini_gsp spt kasus nya amazon,mazzini gsp spt kasus nya amazon
@mazzini_gsp Sempat kepikiran ini juga,mazzini_gsp sempat kepikiran ini juga,"['mazzini_gsp', 'sempat', 'kepikiran', 'ini', 'juga']","['mazzini_gsp', 'sempat', 'kepikiran']","['mazzini gsp', 'sempat', 'pikir']",mazzini_gsp sempat kepikiran ini juga,mazzini gsp sempat pikir
@mazzini_gsp @mazzini_gsp disini juga pemerintah cuma mengagungkan UMKM2 terosss tp gatau wadahnya dmn tempatnya jualan gmn biar sama2 jalan biar tau ekonomi rakyat kecil kyk sy ini gmn...seolah2 di sini pemerintah cuma lemes ngga ada proteksi,mazzini_gsp mazzini_gsp disini juga pemerintah cuma mengagungkan umkm terosss tp gatau wadahnya dmn tempatnya jualan gmn biar sama jalan biar tau ekonomi rakyat kecil kyk sy ini gmnseolah di sini pemerintah cuma lemes ngga ada proteksi,"['mazzini_gsp', 'mazzini_gsp', 'disini', 'juga', 'pemerintah', 'cuma', 'mengagungkan', 'umkm', 'terosss', 'tp', 'gatau', 'wadahnya', 'dmn', 'tempatnya', 'jualan', 'gmn', 'biar', 'sama', 'jalan', 'biar', 'tau', 'ekonomi', 'rakyat', 'kecil', 'kyk', 'sy', 'ini', 'gmnseolah', 'di', 'sini', 'pemerintah', 'cuma', 'lemes', 'ngga', 'ada', 'proteksi']","['mazzini_gsp', 'mazzini_gsp', 'disini', 'pemerintah', 'cuma', 'mengagungkan', 'umkm', 'terosss', 'tp', 'gatau', 'wadahnya', 'dmn', 'tempatnya', 'jualan', 'gmn', 'biar', 'sama', 'jalan', 'biar', 'tau', 'ekonomi', 'rakyat', 'kecil', 'kyk', 'sy', 'gmnseolah', 'sini', 'pemerintah', 'cuma', 'lemes', 'ngga', 'proteksi']","['mazzini gsp', 'mazzini gsp', 'sini', 'perintah', 'cuma', 'agung', 'umkm', 'terosss', 'tp', 'gatau', 'wadah', 'dmn', 'tempat', 'jual', 'gmn', 'biar', 'sama', 'jalan', 'biar', 'tau', 'ekonomi', 'rakyat', 'kecil', 'kyk', 'sy', 'gmnseolah', 'sini', 'perintah', 'cuma', 'lemes', 'ngga', 'proteksi']",mazzini_gsp mazzini_gsp disini juga pemerintah cuma mengagungkan umkm terosss tapi tidak tahu wadahnya dmn tempatnya jualan gmn biar sama jalan biar tahu ekonomi rakyat kecil kyk sy ini gmnseolah di sini pemerintah cuma lemes tidak ada proteksi,mazzini gsp mazzini gsp sini perintah cuma agung umkm terosss tp gatau wadah dmn tempat jual gmn biar sama jalan biar tau ekonomi rakyat kecil kyk sy gmnseolah sini perintah cuma lemes ngga proteksi
@mazzini_gsp Ya bukan TikTok doangkan  ini kan udah rame juga si ijo dan orange jauh2 hari.,mazzini_gsp ya bukan tiktok doangkan ini kan udah rame juga si ijo dan orange jauh hari,"['mazzini_gsp', 'ya', 'bukan', 'tiktok', 'doangkan', 'ini', 'kan', 'udah', 'rame', 'juga', 'si', 'ijo', 'dan', 'orange', 'jauh', 'hari']","['mazzini_gsp', 'bukan', 'tiktok', 'doangkan', 'kan', 'udah', 'rame', 'si', 'ijo', 'orange', 'jauh', 'hari']","['mazzini gsp', 'bukan', 'tiktok', 'doang', 'kan', 'udah', 'rame', 'si', 'ijo', 'orange', 'jauh', 'hari']",mazzini_gsp ya bukan tiktok doangkan ini kan sudah rame juga si ijo dan orange jauh hari,mazzini gsp bukan tiktok doang kan udah rame si ijo orange jauh hari
@mazzini_gsp Habis US sekarang giliran Indo kah! RT ⛱️   https://t.co/eONyUzzLxD,mazzini_gsp habis us sekarang giliran indo kah rt,"['mazzini_gsp', 'habis', 'us', 'sekarang', 'giliran', 'indo', 'kah', 'rt']","['mazzini_gsp', 'habis', 'us', 'sekarang', 'giliran', 'indo', 'rt']","['mazzini gsp', 'habis', 'us', 'sekarang', 'gilir', 'indo', 'rt']",mazzini_gsp habis us sekarang giliran indo kah rt,mazzini gsp habis us sekarang gilir indo rt
@mazzini_gsp blokir ae tiktod apk rajelas.. 🤦🤦🤦,mazzini_gsp blokir ae tiktod apk rajelas,"['mazzini_gsp', 'blokir', 'ae', 'tiktod', 'apk', 'rajelas']","['mazzini_gsp', 'blokir', 'ae', 'tiktod', 'apk', 'rajelas']","['mazzini gsp', 'blokir', 'ae', 'tiktod', 'apk', 'rajelas']",mazzini_gsp blokir ae tiktod apk rajelas,mazzini gsp blokir ae tiktod apk rajelas
@mazzini_gsp Jadi inget cerita ad yg jualan di mall  produk dan harganya ditiru pihak mall  sedangkan biaya sewa dia dinaikin. Alhasil produk sama tp harga lebih mahal daripada punya nya mall.,mazzini_gsp jadi inget cerita ad yg jualan di mall produk dan harganya ditiru pihak mall sedangkan biaya sewa dia dinaikin alhasil produk sama tp harga lebih mahal daripada punya nya mall,"['mazzini_gsp', 'jadi', 'inget', 'cerita', 'ad', 'yg', 'jualan', 'di', 'mall', 'produk', 'dan', 'harganya', 'ditiru', 'pihak', 'mall', 'sedangkan', 'biaya', 'sewa', 'dia', 'dinaikin', 'alhasil', 'produk', 'sama', 'tp', 'harga', 'lebih', 'mahal', 'daripada', 'punya', 'nya', 'mall']","['mazzini_gsp', 'jadi', 'inget', 'cerita', 'ad', 'yg', 'jualan', 'mall', 'produk', 'harganya', 'ditiru', 'pihak', 'mall', 'biaya', 'sewa', 'dinaikin', 'alhasil', 'produk', 'sama', 'tp', 'harga', 'lebih', 'mahal', 'punya', 'nya', 'mall']","['mazzini gsp', 'jadi', 'inget', 'cerita', 'ad', 'yg', 'jual', 'mall', 'produk', 'harga', 'tiru', 'pihak', 'mall', 'biaya', 'sewa', 'dinaikin', 'alhasil', 'produk', 'sama', 'tp', 'harga', 'lebih', 'mahal', 'punya', 'nya', 'mall']",mazzini_gsp jadi inget cerita ad yg jualan di mall produk dan harganya ditiru pihak mall sedangkan biaya sewa dia dinaikin alhasil produk sama tapi harga lebih mahal daripada punya nya mall,mazzini gsp jadi inget cerita ad yg jual mall produk harga tiru pihak mall biaya sewa dinaikin alhasil produk sama tp harga lebih mahal punya nya mall
@mazzini_gsp Semua jg gitu  meskipun ada app besutan anak negeri pun pasti terjadi hal yang sama. Seharusnya negara hadir disini tanpa proyek tapi proyeksi.,mazzini_gsp semua jg gitu meskipun ada app besutan anak negeri pun pasti terjadi hal yang sama seharusnya negara hadir disini tanpa proyek tapi proyeksi,"['mazzini_gsp', 'semua', 'jg', 'gitu', 'meskipun', 'ada', 'app', 'besutan', 'anak', 'negeri', 'pun', 'pasti', 'terjadi', 'hal', 'yang', 'sama', 'seharusnya', 'negara', 'hadir', 'disini', 'tanpa', 'proyek', 'tapi', 'proyeksi']","['mazzini_gsp', 'semua', 'jg', 'gitu', 'meskipun', 'app', 'besutan', 'anak', 'negeri', 'terjadi', 'sama', 'negara', 'hadir', 'disini', 'proyek', 'proyeksi']","['mazzini gsp', 'semua', 'jg', 'gitu', 'meski', 'app', 'besut', 'anak', 'negeri', 'jadi', 'sama', 'negara', 'hadir', 'sini', 'proyek', 'proyeksi']",mazzini_gsp semua juga gitu meskipun ada app besutan anak negeri pun pasti terjadi hal yang sama seharusnya negara hadir disini tanpa proyek tapi proyeksi,mazzini gsp semua jg gitu meski app besut anak negeri jadi sama negara hadir sini proyek proyeksi
@mazzini_gsp Mirip kasus Ama*** yg bikin produk mirip dari produk yang laku di marketplace mereka. Ada bbrp toko modern yg jual produk sama tapi dgn mereka toko modern tsb  apakah ini sama kasusnya?,mazzini_gsp mirip kasus ama yg bikin produk mirip dari produk yang laku di marketplace mereka ada bbrp toko modern yg jual produk sama tapi dgn mereka toko modern tsb apakah ini sama kasusnya,"['mazzini_gsp', 'mirip', 'kasus', 'ama', 'yg', 'bikin', 'produk', 'mirip', 'dari', 'produk', 'yang', 'laku', 'di', 'marketplace', 'mereka', 'ada', 'bbrp', 'toko', 'modern', 'yg', 'jual', 'produk', 'sama', 'tapi', 'dgn', 'mereka', 'toko', 'modern', 'tsb', 'apakah', 'ini', 'sama', 'kasusnya']","['mazzini_gsp', 'mirip', 'kasus', 'ama', 'yg', 'bikin', 'produk', 'mirip', 'produk', 'laku', 'marketplace', 'bbrp', 'toko', 'modern', 'yg', 'jual', 'produk', 'sama', 'dgn', 'toko', 'modern', 'tsb', 'sama', 'kasusnya']","['mazzini gsp', 'mirip', 'kasus', 'ama', 'yg', 'bikin', 'produk', 'mirip', 'produk', 'laku', 'marketplace', 'bbrp', 'toko', 'modern', 'yg', 'jual', 'produk', 'sama', 'dgn', 'toko', 'modern', 'tsb', 'sama', 'kasus']",mazzini_gsp mirip kasus ama yg bikin produk mirip dari produk yang laku di marketplace mereka ada bbrp toko modern yg jual produk sama tapi dgn mereka toko modern tsb apakah ini sama kasusnya,mazzini gsp mirip kasus ama yg bikin produk mirip produk laku marketplace bbrp toko modern yg jual produk sama dgn toko modern tsb sama kasus
@mazzini_gsp Kadang lihat konten yg pamer” pendapatan beratus” juta di Tiktok kek “kok gampang bgt nyari duit disono”  gwe yg lihat jadi fomo trus iseng upload konten dagang flop bgt njirrr klo soal dagang views gaada 30 biasanya paling dikit 200 ,mazzini_gsp kadang lihat konten yg pamer pendapatan beratus juta di tiktok kek kok gampang bgt nyari duit disono gwe yg lihat jadi fomo trus iseng upload konten dagang flop bgt njirrr klo soal dagang views gaada biasanya paling dikit,"['mazzini_gsp', 'kadang', 'lihat', 'konten', 'yg', 'pamer', 'pendapatan', 'beratus', 'juta', 'di', 'tiktok', 'kek', 'kok', 'gampang', 'bgt', 'nyari', 'duit', 'disono', 'gwe', 'yg', 'lihat', 'jadi', 'fomo', 'trus', 'iseng', 'upload', 'konten', 'dagang', 'flop', 'bgt', 'njirrr', 'klo', 'soal', 'dagang', 'views', 'gaada', 'biasanya', 'paling', 'dikit']","['mazzini_gsp', 'kadang', 'lihat', 'konten', 'yg', 'pamer', 'pendapatan', 'beratus', 'juta', 'tiktok', 'kek', 'kok', 'gampang', 'bgt', 'nyari', 'duit', 'disono', 'gwe', 'yg', 'lihat', 'jadi', 'fomo', 'trus', 'iseng', 'upload', 'konten', 'dagang', 'flop', 'bgt', 'njirrr', 'klo', 'soal', 'dagang', 'views', 'gaada', 'biasanya', 'paling', 'dikit']","['mazzini gsp', 'kadang', 'lihat', 'konten', 'yg', 'pamer', 'dapat', 'atus', 'juta', 'tiktok', 'kek', 'kok', 'gampang', 'bgt', 'nyari', 'duit', 'sono', 'gwe', 'yg', 'lihat', 'jadi', 'fomo', 'trus', 'iseng', 'upload', 'konten', 'dagang', 'flop', 'bgt', 'njirrr', 'klo', 'soal', 'dagang', 'views', 'gaada', 'biasa', 'paling', 'dikit']",mazzini_gsp kadang lihat konten yg pamer pendapatan beratus juta di tiktok kek kok gampang bgt nyari duit disono gwe yg lihat jadi fomo trus iseng upload konten dagang flop bgt njirrr kalau soal dagang views gaada biasanya paling dikit,mazzini gsp kadang lihat konten yg pamer dapat atus juta tiktok kek kok gampang bgt nyari duit sono gwe yg lihat jadi fomo trus iseng upload konten dagang flop bgt njirrr klo soal dagang views gaada biasa paling dikit
@mazzini_gsp males bersaing disini  harga pada murah nya  susah bersaing harga disini,mazzini_gsp males bersaing disini harga pada murah nya susah bersaing harga disini,"['mazzini_gsp', 'males', 'bersaing', 'disini', 'harga', 'pada', 'murah', 'nya', 'susah', 'bersaing', 'harga', 'disini']","['mazzini_gsp', 'males', 'bersaing', 'disini', 'harga', 'murah', 'nya', 'susah', 'bersaing', 'harga', 'disini']","['mazzini gsp', 'males', 'saing', 'sini', 'harga', 'murah', 'nya', 'susah', 'saing', 'harga', 'sini']",mazzini_gsp males bersaing disini harga pada murah nya susah bersaing harga disini,mazzini gsp males saing sini harga murah nya susah saing harga sini
@mazzini_gsp Antisipasi sebagai owner business tuh emg harus luas bgt😢,mazzini_gsp antisipasi sebagai owner business tuh emg harus luas bgt,"['mazzini_gsp', 'antisipasi', 'sebagai', 'owner', 'business', 'tuh', 'emg', 'harus', 'luas', 'bgt']","['mazzini_gsp', 'antisipasi', 'owner', 'business', 'tuh', 'emg', 'luas', 'bgt']","['mazzini gsp', 'antisipasi', 'owner', 'business', 'tuh', 'emg', 'luas', 'bgt']",mazzini_gsp antisipasi sebagai owner business tuh memang harus luas bgt,mazzini gsp antisipasi owner business tuh emg luas bgt
@mazzini_gsp UMKM bikin aplikasi sendiri lah  boikot TT dulu  toh TT banyak curang nya  gift di korupsi juga,mazzini_gsp umkm bikin aplikasi sendiri lah boikot tt dulu toh tt banyak curang nya gift di korupsi juga,"['mazzini_gsp', 'umkm', 'bikin', 'aplikasi', 'sendiri', 'lah', 'boikot', 'tt', 'dulu', 'toh', 'tt', 'banyak', 'curang', 'nya', 'gift', 'di', 'korupsi', 'juga']","['mazzini_gsp', 'umkm', 'bikin', 'aplikasi', 'sendiri', 'lah', 'boikot', 'tt', 'dulu', 'tt', 'banyak', 'curang', 'nya', 'gift', 'korupsi']","['mazzini gsp', 'umkm', 'bikin', 'aplikasi', 'sendiri', 'lah', 'boikot', 'tt', 'dulu', 'tt', 'banyak', 'curang', 'nya', 'gift', 'korupsi']",mazzini_gsp umkm bikin aplikasi sendiri lah boikot tt dulu toh tt banyak curang nya gift di korupsi juga,mazzini gsp umkm bikin aplikasi sendiri lah boikot tt dulu tt banyak curang nya gift korupsi
@mazzini_gsp Yg lucu  tiba2 ada barang COD atas nama gw  nomor gw  dan alamat gw dari Tiktok Shop. Padahal gw punya akun Tiktok aja enggak  boro2 pesen barang dari TS.....,mazzini_gsp yg lucu tiba ada barang cod atas nama gw nomor gw dan alamat gw dari tiktok shop padahal gw punya akun tiktok aja enggak boro pesen barang dari ts,"['mazzini_gsp', 'yg', 'lucu', 'tiba', 'ada', 'barang', 'cod', 'atas', 'nama', 'gw', 'nomor', 'gw', 'dan', 'alamat', 'gw', 'dari', 'tiktok', 'shop', 'padahal', 'gw', 'punya', 'akun', 'tiktok', 'aja', 'enggak', 'boro', 'pesen', 'barang', 'dari', 'ts']","['mazzini_gsp', 'yg', 'lucu', 'tiba', 'barang', 'cod', 'atas', 'nama', 'gw', 'nomor', 'gw', 'alamat', 'gw', 'tiktok', 'shop', 'padahal', 'gw', 'punya', 'akun', 'tiktok', 'aja', 'enggak', 'boro', 'pesen', 'barang', 'ts']","['mazzini gsp', 'yg', 'lucu', 'tiba', 'barang', 'cod', 'atas', 'nama', 'gw', 'nomor', 'gw', 'alamat', 'gw', 'tiktok', 'shop', 'padahal', 'gw', 'punya', 'akun', 'tiktok', 'aja', 'enggak', 'boro', 'sen', 'barang', 'ts']",mazzini_gsp yg lucu tiba ada barang cod atas nama saya nomor saya dan alamat saya dari tiktok shop padahal saya punya akun tiktok aja enggak boro pesen barang dari ts,mazzini gsp yg lucu tiba barang cod atas nama gw nomor gw alamat gw tiktok shop padahal gw punya akun tiktok aja enggak boro sen barang ts
@mazzini_gsp Project S itu apa?,mazzini_gsp project itu apa,"['mazzini_gsp', 'project', 'itu', 'apa']","['mazzini_gsp', 'project', 'apa']","['mazzini gsp', 'project', 'apa']",mazzini_gsp project itu apa,mazzini gsp project apa
@mazzini_gsp Wkwkw k pdhl lg mau coba jualan di tiktok😆,mazzini_gsp wkwkw pdhl lg mau coba jualan di tiktok,"['mazzini_gsp', 'wkwkw', 'pdhl', 'lg', 'mau', 'coba', 'jualan', 'di', 'tiktok']","['mazzini_gsp', 'wkwkw', 'pdhl', 'lg', 'mau', 'coba', 'jualan', 'tiktok']","['mazzini gsp', 'wkwkw', 'pdhl', 'lg', 'mau', 'coba', 'jual', 'tiktok']",mazzini_gsp wkwkw pdhl lg mau coba jualan di tiktok,mazzini gsp wkwkw pdhl lg mau coba jual tiktok
@mazzini_gsp Pemerintah gimana dah? Marketplace luar diciptakan memang seperti itu. Makanya jauh jauh hari elon pernah berkata bahwa data adalah hiden gem. Di semua sosmed dan marketplace data udah di dapet waktunya jualan produk sendiri. Umkm tu cuma bua,mazzini_gsp pemerintah gimana dah marketplace luar diciptakan memang seperti itu makanya jauh jauh hari elon pernah berkata bahwa data adalah hiden gem di semua sosmed dan marketplace data udah di dapet waktunya jualan produk sendiri umkm tu cuma bua,"['mazzini_gsp', 'pemerintah', 'gimana', 'dah', 'marketplace', 'luar', 'diciptakan', 'memang', 'seperti', 'itu', 'makanya', 'jauh', 'jauh', 'hari', 'elon', 'pernah', 'berkata', 'bahwa', 'data', 'adalah', 'hiden', 'gem', 'di', 'semua', 'sosmed', 'dan', 'marketplace', 'data', 'udah', 'di', 'dapet', 'waktunya', 'jualan', 'produk', 'sendiri', 'umkm', 'tu', 'cuma', 'bua']","['mazzini_gsp', 'pemerintah', 'gimana', 'dah', 'marketplace', 'luar', 'diciptakan', 'memang', 'makanya', 'jauh', 'jauh', 'hari', 'elon', 'pernah', 'berkata', 'data', 'hiden', 'gem', 'semua', 'sosmed', 'marketplace', 'data', 'udah', 'dapet', 'waktunya', 'jualan', 'produk', 'sendiri', 'umkm', 'tu', 'cuma', 'bua']","['mazzini gsp', 'perintah', 'gimana', 'dah', 'marketplace', 'luar', 'cipta', 'memang', 'makanya', 'jauh', 'jauh', 'hari', 'elon', 'pernah', 'kata', 'data', 'hiden', 'gem', 'semua', 'sosmed', 'marketplace', 'data', 'udah', 'dapet', 'waktu', 'jual', 'produk', 'sendiri', 'umkm', 'tu', 'cuma', 'bua']",mazzini_gsp pemerintah gimana sudah marketplace luar diciptakan memang seperti itu makanya jauh jauh hari elon pernah berkata bahwa data adalah hiden gem di semua sosmed dan marketplace data sudah di dapet waktunya jualan produk sendiri umkm tu cuma bua,mazzini gsp perintah gimana dah marketplace luar cipta memang makanya jauh jauh hari elon pernah kata data hiden gem semua sosmed marketplace data udah dapet waktu jual produk sendiri umkm tu cuma bua
@mazzini_gsp Ya tinggal tiru dan adaptasi aja cara EU. Kalau mau pasar lokalnya susah ditembus  ya salah 1nya perkuat di SPESIFIKASI produk. Biar bisa ngelairin specs yg bagus gimana  ya perkuat riset &amp; pendidikan. Aih  kok susah ya. Iya yang gampang ,mazzini_gsp ya tinggal tiru dan adaptasi aja cara eu kalau mau pasar lokalnya susah ditembus ya salah nya perkuat di spesifikasi produk biar bisa ngelairin specs yg bagus gimana ya perkuat riset amp pendidikan aih kok susah ya iya yang gampang,"['mazzini_gsp', 'ya', 'tinggal', 'tiru', 'dan', 'adaptasi', 'aja', 'cara', 'eu', 'kalau', 'mau', 'pasar', 'lokalnya', 'susah', 'ditembus', 'ya', 'salah', 'nya', 'perkuat', 'di', 'spesifikasi', 'produk', 'biar', 'bisa', 'ngelairin', 'specs', 'yg', 'bagus', 'gimana', 'ya', 'perkuat', 'riset', 'amp', 'pendidikan', 'aih', 'kok', 'susah', 'ya', 'iya', 'yang', 'gampang']","['mazzini_gsp', 'tinggal', 'tiru', 'adaptasi', 'aja', 'cara', 'eu', 'kalau', 'mau', 'pasar', 'lokalnya', 'susah', 'ditembus', 'salah', 'nya', 'perkuat', 'spesifikasi', 'produk', 'biar', 'ngelairin', 'specs', 'yg', 'bagus', 'gimana', 'perkuat', 'riset', 'amp', 'pendidikan', 'aih', 'kok', 'susah', 'iya', 'gampang']","['mazzini gsp', 'tinggal', 'tiru', 'adaptasi', 'aja', 'cara', 'eu', 'kalau', 'mau', 'pasar', 'lokal', 'susah', 'tembus', 'salah', 'nya', 'kuat', 'spesifikasi', 'produk', 'biar', 'ngelairin', 'specs', 'yg', 'bagus', 'gimana', 'kuat', 'riset', 'amp', 'didik', 'aih', 'kok', 'susah', 'iya', 'gampang']",mazzini_gsp ya tinggal tiru dan adaptasi aja cara eu kalau mau pasar lokalnya susah ditembus ya salah nya perkuat di spesifikasi produk biar bisa ngelairin specs yg bagus gimana ya perkuat riset amp pendidikan aih kok susah ya iya yang gampang,mazzini gsp tinggal tiru adaptasi aja cara eu kalau mau pasar lokal susah tembus salah nya kuat spesifikasi produk biar ngelairin specs yg bagus gimana kuat riset amp didik aih kok susah iya gampang
@mazzini_gsp Mirip Alfamart dan Indomaret yak,mazzini_gsp mirip alfamart dan indomaret yak,"['mazzini_gsp', 'mirip', 'alfamart', 'dan', 'indomaret', 'yak']","['mazzini_gsp', 'mirip', 'alfamart', 'indomaret', 'yak']","['mazzini gsp', 'mirip', 'alfamart', 'indomaret', 'yak']",mazzini_gsp mirip alfamart dan indomaret yak,mazzini gsp mirip alfamart indomaret yak
@mazzini_gsp Yg paling kena importir doang ini  kalau ngomong produk UMKM kalah nggak lah  banyak kok brand lokal yg lagi jos bisnis nya bbrp tahun ini,mazzini_gsp yg paling kena importir doang ini kalau ngomong produk umkm kalah nggak lah banyak kok brand lokal yg lagi jos bisnis nya bbrp tahun ini,"['mazzini_gsp', 'yg', 'paling', 'kena', 'importir', 'doang', 'ini', 'kalau', 'ngomong', 'produk', 'umkm', 'kalah', 'nggak', 'lah', 'banyak', 'kok', 'brand', 'lokal', 'yg', 'lagi', 'jos', 'bisnis', 'nya', 'bbrp', 'tahun', 'ini']","['mazzini_gsp', 'yg', 'paling', 'kena', 'importir', 'doang', 'kalau', 'ngomong', 'produk', 'umkm', 'kalah', 'lah', 'banyak', 'kok', 'brand', 'lokal', 'yg', 'jos', 'bisnis', 'nya', 'bbrp', 'tahun']","['mazzini gsp', 'yg', 'paling', 'kena', 'importir', 'doang', 'kalau', 'ngomong', 'produk', 'umkm', 'kalah', 'lah', 'banyak', 'kok', 'brand', 'lokal', 'yg', 'jos', 'bisnis', 'nya', 'bbrp', 'tahun']",mazzini_gsp yg paling kena importir doang ini kalau ngomong produk umkm kalah tidak lah banyak kok brand lokal yg lagi jos bisnis nya bbrp tahun ini,mazzini gsp yg paling kena importir doang kalau ngomong produk umkm kalah lah banyak kok brand lokal yg jos bisnis nya bbrp tahun
@mazzini_gsp mereka olah data mana top produk yang kejual lalu mereka tinggal impor dari china  oem lebelin,mazzini_gsp mereka olah data mana top produk yang kejual lalu mereka tinggal impor dari china oem lebelin,"['mazzini_gsp', 'mereka', 'olah', 'data', 'mana', 'top', 'produk', 'yang', 'kejual', 'lalu', 'mereka', 'tinggal', 'impor', 'dari', 'china', 'oem', 'lebelin']","['mazzini_gsp', 'olah', 'data', 'mana', 'top', 'produk', 'kejual', 'lalu', 'tinggal', 'impor', 'china', 'oem', 'lebelin']","['mazzini gsp', 'olah', 'data', 'mana', 'top', 'produk', 'jual', 'lalu', 'tinggal', 'impor', 'china', 'oem', 'lebelin']",mazzini_gsp mereka olah data mana top produk yang kejual lalu mereka tinggal impor dari china oem lebelin,mazzini gsp olah data mana top produk jual lalu tinggal impor china oem lebelin
@mazzini_gsp Emang pemerintah bisa apa,mazzini_gsp emang pemerintah bisa apa,"['mazzini_gsp', 'emang', 'pemerintah', 'bisa', 'apa']","['mazzini_gsp', 'emang', 'pemerintah', 'apa']","['mazzini gsp', 'emang', 'perintah', 'apa']",mazzini_gsp emang pemerintah bisa apa,mazzini gsp emang perintah apa
@mazzini_gsp a. tiktok terlalu sibuk untuk itu B. mending khawatir in pemerintah yang pegang data kita. data kita udah open source ke mana msna,mazzini_gsp tiktok terlalu sibuk untuk itu mending khawatir in pemerintah yang pegang data kita data kita udah open source ke mana msna,"['mazzini_gsp', 'tiktok', 'terlalu', 'sibuk', 'untuk', 'itu', 'mending', 'khawatir', 'in', 'pemerintah', 'yang', 'pegang', 'data', 'kita', 'data', 'kita', 'udah', 'open', 'source', 'ke', 'mana', 'msna']","['mazzini_gsp', 'tiktok', 'terlalu', 'sibuk', 'mending', 'khawatir', 'in', 'pemerintah', 'pegang', 'data', 'data', 'udah', 'open', 'source', 'mana', 'msna']","['mazzini gsp', 'tiktok', 'terlalu', 'sibuk', 'mending', 'khawatir', 'in', 'perintah', 'pegang', 'data', 'data', 'udah', 'open', 'source', 'mana', 'msna']",mazzini_gsp tiktok terlalu sibuk untuk itu mending khawatir in pemerintah yang pegang data kita data kita sudah open source ke mana msna,mazzini gsp tiktok terlalu sibuk mending khawatir in perintah pegang data data udah open source mana msna
@mazzini_gsp Terkadang harganya juga lebih murah dari e-commers lain  jadi makin laris deh.,mazzini_gsp terkadang harganya juga lebih murah dari ecommers lain jadi makin laris deh,"['mazzini_gsp', 'terkadang', 'harganya', 'juga', 'lebih', 'murah', 'dari', 'ecommers', 'lain', 'jadi', 'makin', 'laris', 'deh']","['mazzini_gsp', 'terkadang', 'harganya', 'lebih', 'murah', 'ecommers', 'jadi', 'makin', 'laris', 'deh']","['mazzini gsp', 'terkadang', 'harga', 'lebih', 'murah', 'ecommers', 'jadi', 'makin', 'laris', 'deh']",mazzini_gsp terkadang harganya juga lebih murah dari ecommers lain jadi makin laris deh,mazzini gsp terkadang harga lebih murah ecommers jadi makin laris deh
@mazzini_gsp Kaya amazon ya..,mazzini_gsp kaya amazon ya,"['mazzini_gsp', 'kaya', 'amazon', 'ya']","['mazzini_gsp', 'kaya', 'amazon']","['mazzini gsp', 'kaya', 'amazon']",mazzini_gsp kaya amazon ya,mazzini gsp kaya amazon
@mazzini_gsp pardon my knowledge lacking  tapi project S tiktok ini seperti apa,mazzini_gsp pardon my knowledge lacking tapi project tiktok ini seperti apa,"['mazzini_gsp', 'pardon', 'my', 'knowledge', 'lacking', 'tapi', 'project', 'tiktok', 'ini', 'seperti', 'apa']","['mazzini_gsp', 'pardon', 'my', 'knowledge', 'lacking', 'project', 'tiktok', 'apa']","['mazzini gsp', 'pardon', 'my', 'knowledge', 'lacking', 'project', 'tiktok', 'apa']",mazzini_gsp pardon my knowledge lacking tapi project tiktok ini seperti apa,mazzini gsp pardon my knowledge lacking project tiktok apa
@mazzini_gsp Paling bener emg jualan d platform sendiri,mazzini_gsp paling bener emg jualan platform sendiri,"['mazzini_gsp', 'paling', 'bener', 'emg', 'jualan', 'platform', 'sendiri']","['mazzini_gsp', 'paling', 'bener', 'emg', 'jualan', 'platform', 'sendiri']","['mazzini gsp', 'paling', 'bener', 'emg', 'jual', 'platform', 'sendiri']",mazzini_gsp paling bener memang jualan platform sendiri,mazzini gsp paling bener emg jual platform sendiri
